Period,Trade Flow,Reporter,Partner,2nd Partner,Customs Desc,Transport Mode,Commodity Code,Trade Value (US$),Net Weight(kg),Gross Weight,Qty Unit,Qty,Alternate Quantity unit,Alternate Quantity
2009,M,Netherlands,Belgium,World,TOTAL CPC,TOTAL MOT,TOTAL,"$38,290,263,291",0,0,N/A,0,N/A,0
2009,X,Netherlands,Belgium,World,TOTAL CPC,TOTAL MOT,TOTAL,"$48,299,829,812",0,0,N/A,0,N/A,0
2009,M,Russian Federation,Belgium,World,TOTAL CPC,TOTAL MOT,TOTAL,"$2,540,144,897",0,0,N/A,0,N/A,0
2009,X,Russian Federation,Belgium,World,TOTAL CPC,TOTAL MOT,TOTAL,"$4,044,456,405",0,0,N/A,0,N/A,0
2009,M,Netherlands,Brazil,World,TOTAL CPC,TOTAL MOT,TOTAL,"$5,429,961,310",0,0,N/A,0,N/A,0
2009,X,Netherlands,Brazil,World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,546,680,363",0,0,N/A,0,N/A,0
2009,M,Russian Federation,Brazil,World,TOTAL CPC,TOTAL MOT,TOTAL,"$3,510,000,000",0,0,N/A,0,N/A,0
2009,X,Russian Federation,Brazil,World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,083,000,000",0,0,N/A,0,N/A,0
2009,M,Netherlands,Canada,World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,547,257,606",0,0,N/A,0,N/A,0
2009,X,Netherlands,Canada,World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,941,019,275",0,0,N/A,0,N/A,0
2009,M,Russian Federation,Canada,World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,215,141,344",0,0,N/A,0,N/A,0
2009,X,Russian Federation,Canada,World,TOTAL CPC,TOTAL MOT,TOTAL,"$489,000,000",0,0,N/A,0,N/A,0
2009,M,Netherlands,France,World,TOTAL CPC,TOTAL MOT,TOTAL,"$18,954,635,894",0,0,N/A,0,N/A,0
2009,X,Netherlands,France,World,TOTAL CPC,TOTAL MOT,TOTAL,"$38,347,761,469",0,0,N/A,0,N/A,0
2009,M,Russian Federation,France,World,TOTAL CPC,TOTAL MOT,TOTAL,"$8,430,082,785",0,0,N/A,0,N/A,0
2009,X,Russian Federation,France,World,TOTAL CPC,TOTAL MOT,TOTAL,"$8,750,918,234",0,0,N/A,0,N/A,0
2009,M,Netherlands,Germany,World,TOTAL CPC,TOTAL MOT,TOTAL,"$73,281,543,869",0,0,N/A,0,N/A,0
2009,X,Netherlands,Germany,World,TOTAL CPC,TOTAL MOT,TOTAL,"$104,921,005,558",0,0,N/A,0,N/A,0
2009,M,Russian Federation,Germany,World,TOTAL CPC,TOTAL MOT,TOTAL,"$21,221,887,011",0,0,N/A,0,N/A,0
2009,X,Russian Federation,Germany,World,TOTAL CPC,TOTAL MOT,TOTAL,"$18,708,181,984",0,0,N/A,0,N/A,0
2009,M,Netherlands,"China, Hong Kong SAR",World,TOTAL CPC,TOTAL MOT,TOTAL,"$2,510,575,227",0,0,N/A,0,N/A,0
2009,X,Netherlands,"China, Hong Kong SAR",World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,605,572,444",0,0,N/A,0,N/A,0
2009,M,Russian Federation,"China, Hong Kong SAR",World,TOTAL CPC,TOTAL MOT,TOTAL,"$37,701,650",0,0,N/A,0,N/A,0
2009,X,Russian Federation,"China, Hong Kong SAR",World,TOTAL CPC,TOTAL MOT,TOTAL,"$705,000,000",0,0,N/A,0,N/A,0
2009,M,Netherlands,Italy,World,TOTAL CPC,TOTAL MOT,TOTAL,"$8,818,260,548",0,0,N/A,0,N/A,0
2009,X,Netherlands,Italy,World,TOTAL CPC,TOTAL MOT,TOTAL,"$22,334,047,584",0,0,N/A,0,N/A,0
2009,M,Russian Federation,Italy,World,TOTAL CPC,TOTAL MOT,TOTAL,"$7,884,000,000",0,0,N/A,0,N/A,0
2009,X,Russian Federation,Italy,World,TOTAL CPC,TOTAL MOT,TOTAL,"$25,060,000,000",0,0,N/A,0,N/A,0
2009,M,Netherlands,Japan,World,TOTAL CPC,TOTAL MOT,TOTAL,"$10,113,626,358",0,0,N/A,0,N/A,0
2009,X,Netherlands,Japan,World,TOTAL CPC,TOTAL MOT,TOTAL,"$3,321,182,444",0,0,N/A,0,N/A,0
2009,M,Russian Federation,Japan,World,TOTAL CPC,TOTAL MOT,TOTAL,"$7,255,705,809",0,0,N/A,0,N/A,0
2009,X,Russian Federation,Japan,World,TOTAL CPC,TOTAL MOT,TOTAL,"$7,262,992,716",0,0,N/A,0,N/A,0
2009,M,Netherlands,Rep. of Korea,World,TOTAL CPC,TOTAL MOT,TOTAL,"$2,427,138,092",0,0,N/A,0,N/A,0
2009,X,Netherlands,Rep. of Korea,World,TOTAL CPC,TOTAL MOT,TOTAL,"$2,411,117,838",0,0,N/A,0,N/A,0
2009,M,Russian Federation,Rep. of Korea,World,TOTAL CPC,TOTAL MOT,TOTAL,"$4,867,899,482",0,0,N/A,0,N/A,0
2009,X,Russian Federation,Rep. of Korea,World,TOTAL CPC,TOTAL MOT,TOTAL,"$5,689,000,000",0,0,N/A,0,N/A,0
2009,M,Netherlands,Mexico,World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,516,652,692",0,0,N/A,0,N/A,0
2009,X,Netherlands,Mexico,World,TOTAL CPC,TOTAL MOT,TOTAL,"$2,091,917,676",0,0,N/A,0,N/A,0
2009,M,Russian Federation,Mexico,World,TOTAL CPC,TOTAL MOT,TOTAL,"$259,499,354",0,0,N/A,0,N/A,0
2009,X,Russian Federation,Mexico,World,TOTAL CPC,TOTAL MOT,TOTAL,"$363,000,000",0,0,N/A,0,N/A,0
2009,M,Russian Federation,Netherlands,World,TOTAL CPC,TOTAL MOT,TOTAL,"$3,585,005,464",0,0,N/A,0,N/A,0
2009,X,Russian Federation,Netherlands,World,TOTAL CPC,TOTAL MOT,TOTAL,"$36,289,884,164",0,0,N/A,0,N/A,0
2009,M,Netherlands,Russian Federation,World,TOTAL CPC,TOTAL MOT,TOTAL,"$13,429,263,857",0,0,N/A,0,N/A,0
2009,X,Netherlands,Russian Federation,World,TOTAL CPC,TOTAL MOT,TOTAL,"$6,165,224,335",0,0,N/A,0,N/A,0
2009,M,Netherlands,India,World,TOTAL CPC,TOTAL MOT,TOTAL,"$3,326,758,824",0,0,N/A,0,N/A,0
2009,X,Netherlands,India,World,TOTAL CPC,TOTAL MOT,TOTAL,"$2,326,572,093",0,0,N/A,0,N/A,0
2009,M,Russian Federation,India,World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,524,454,878",0,0,N/A,0,N/A,0
2009,X,Russian Federation,India,World,TOTAL CPC,TOTAL MOT,TOTAL,"$5,937,000,000",0,0,N/A,0,N/A,0
2009,M,Netherlands,Singapore,World,TOTAL CPC,TOTAL MOT,TOTAL,"$3,140,569,744",0,0,N/A,0,N/A,0
2009,X,Netherlands,Singapore,World,TOTAL CPC,TOTAL MOT,TOTAL,"$2,894,325,079",0,0,N/A,0,N/A,0
2009,M,Russian Federation,Singapore,World,TOTAL CPC,TOTAL MOT,TOTAL,"$693,148,003",0,0,N/A,0,N/A,0
2009,X,Russian Federation,Singapore,World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,327,000,000",0,0,N/A,0,N/A,0
2009,M,Netherlands,Spain,World,TOTAL CPC,TOTAL MOT,TOTAL,"$6,693,401,260",0,0,N/A,0,N/A,0
2009,X,Netherlands,Spain,World,TOTAL CPC,TOTAL MOT,TOTAL,"$14,666,970,521",0,0,N/A,0,N/A,0
2009,M,Russian Federation,Spain,World,TOTAL CPC,TOTAL MOT,TOTAL,"$2,276,937,590",0,0,N/A,0,N/A,0
2009,X,Russian Federation,Spain,World,TOTAL CPC,TOTAL MOT,TOTAL,"$2,892,000,000",0,0,N/A,0,N/A,0
2009,M,Netherlands,Switzerland,World,TOTAL CPC,TOTAL MOT,TOTAL,"$2,379,910,472",0,0,N/A,0,N/A,0
2009,X,Netherlands,Switzerland,World,TOTAL CPC,TOTAL MOT,TOTAL,"$6,686,427,908",0,0,N/A,0,N/A,0
2009,M,Russian Federation,Switzerland,World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,968,438,878",0,0,N/A,0,N/A,0
2009,X,Russian Federation,Switzerland,World,TOTAL CPC,TOTAL MOT,TOTAL,"$6,515,230,747",0,0,N/A,0,N/A,0
2009,M,Netherlands,United Kingdom,World,TOTAL CPC,TOTAL MOT,TOTAL,"$24,616,208,937",0,0,N/A,0,N/A,0
2009,X,Netherlands,United Kingdom,World,TOTAL CPC,TOTAL MOT,TOTAL,"$36,107,419,227",0,0,N/A,0,N/A,0
2009,M,Russian Federation,United Kingdom,World,TOTAL CPC,TOTAL MOT,TOTAL,"$7,057,329,677",0,0,N/A,0,N/A,0
2009,X,Russian Federation,United Kingdom,World,TOTAL CPC,TOTAL MOT,TOTAL,"$9,073,000,000",0,0,N/A,0,N/A,0
2009,M,Netherlands,USA,World,TOTAL CPC,TOTAL MOT,TOTAL,"$32,081,657,214",0,0,N/A,0,N/A,0
2009,X,Netherlands,USA,World,TOTAL CPC,TOTAL MOT,TOTAL,"$19,381,022,972",0,0,N/A,0,N/A,0
2009,M,Russian Federation,USA,World,TOTAL CPC,TOTAL MOT,TOTAL,"$9,203,767,218",0,0,N/A,0,N/A,0
2009,X,Russian Federation,USA,World,TOTAL CPC,TOTAL MOT,TOTAL,"$9,286,430,540",0,0,N/A,0,N/A,0
2009,M,India,Australia,World,TOTAL CPC,TOTAL MOT,TOTAL,"$12,017,048,677",0,0,N/A,0,N/A,0
2009,X,India,Australia,World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,410,196,924",0,0,N/A,0,N/A,0
2009,M,Singapore,Australia,World,TOTAL CPC,TOTAL MOT,TOTAL,"$4,133,734,646",0,0,N/A,0,N/A,0
2009,X,Singapore,Australia,World,TOTAL CPC,TOTAL MOT,TOTAL,"$10,610,492,479",0,0,N/A,0,N/A,0
2009,M,India,Belgium,World,TOTAL CPC,TOTAL MOT,TOTAL,"$5,499,046,533",0,0,N/A,0,N/A,0
2009,X,India,Belgium,World,TOTAL CPC,TOTAL MOT,TOTAL,"$3,550,974,446",0,0,N/A,0,N/A,0
2009,M,Singapore,Belgium,World,TOTAL CPC,TOTAL MOT,TOTAL,"$892,800,249",0,0,N/A,0,N/A,0
2009,X,Singapore,Belgium,World,TOTAL CPC,TOTAL MOT,TOTAL,"$2,449,776,971",0,0,N/A,0,N/A,0
2009,M,India,Brazil,World,TOTAL CPC,TOTAL MOT,TOTAL,"$2,897,270,990",0,0,N/A,0,N/A,0
2009,X,India,Brazil,World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,781,931,185",0,0,N/A,0,N/A,0
2009,M,Singapore,Brazil,World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,226,328,505",0,0,N/A,0,N/A,0
2009,X,Singapore,Brazil,World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,192,458,480",0,0,N/A,0,N/A,0
2009,M,India,Canada,World,TOTAL CPC,TOTAL MOT,TOTAL,"$2,302,975,253",0,0,N/A,0,N/A,0
2009,X,India,Canada,World,TOTAL CPC,TOTAL MOT,TOTAL,"$1,172,273,267",0,0,N/A,0,N/A,0
2009,M,Singapore,Canada,World,TOTAL CPC,TOTAL MOT,TOTAL,"$966,435,110",0,0,N/A,0,N/A,0
2009,X,Singapore,Canada,World,TOTAL CPC,TOTAL MOT,TOTAL,"$2,458,537,089",0,0,N/A,0,N/A,0
2009,M,India,France,World,TOTAL CPC,TOTAL MOT,TOTAL,"$4,397,220,465",0,0,N/A,0,N/A,0
2009,X,India,France,World,TOTAL CPC,TOTAL MOT,TOTAL,"$3,305,271,738",0,0,N/A,0,N/A,0
2009,M,Singapore,France,World,TOTAL CPC,TOTAL MOT,TOTAL,"$8,410,121,605",0,0,N/A,0,N/A,0
2009,X,Singapore,France,World,TOTAL CPC,TOTAL MOT,TOTAL,"$3,928,742,707",0,0,N/A,0,N/A,0
2009,M,India,Germany,World,TOTAL CPC,TOTAL MOT,TOTAL,"$10,969,452,167",0,0,N/A,0,N/A,0
2009,X,India,Germany,World,TOTAL CPC,TOTAL MOT,TOTAL,"$5,848,328,691",0,0,N/A,0,N/A,0
2009,M,Singapore,Germany,World,TOTAL CPC,TOTAL MOT,TOTAL,"$7,883,206,591",0,0,N/A,0,N/A,0
2009,X,Singapore,Germany,World,TOTAL CPC,TOTAL MOT,TOTAL,"$4,148,046,780",0,0,N/A,0,N/A,0
2009,M,India,"China, Hong Kong SAR",World,TOTAL CPC,TOTAL MOT,TOTAL,"$5,293,154,518",0,0,N/A,0,N/A,0
2009,X,India,"China, Hong Kong SAR",World,TOTAL CPC,TOTAL MOT,TOTAL,"$7,155,708,493",0,0,N/A,0,N/A,0
2009,M,Singapore,"China, Hong Kong SAR",World,TOTAL CPC,TOTAL MOT,TOTAL,"$2,873,676,189",0,0,N/A,0,N/A,0
2009,X,Singapore,"China, Hong Kong SAR",World,TOTAL CPC,TOTAL MOT,TOTAL,"$31,292,265,400",0,0,N/A,0,N/A,0
